year,month,dayofmonth,dayofweek,deptime,crsdeptime,arrtime,crsarrtime,uniquecarrier,flightnum,tailnum,actualelapsedtime,crselapsedtime,airtime,arrdelay,depdelay,origin,dest,distance,taxiin,taxiout,cancelled,cancellationcode,diverted,carrierdelay,weatherdelay,nasdelay,securitydelay,lateaircraftdelay
2008,3,30,7,558,600,854,848,OO,6472,N706SK,116,108,85,6,-2,LAX,ABQ,677,7,24,0,"",0,NA,NA,NA,NA,NA
2008,1,11,5,NA,1559,NA,1858,OH,5436,"",NA,179,NA,NA,NA,LGA,JAX,834,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,1,7,1,2031,2005,2116,2055,WN,2969,N631SW,45,50,34,21,26,DAL,AUS,189,5,6,0,"",0,5,0,0,0,16
2008,7,30,3,2119,2125,2255,2258,NW,334,N548US,96,93,59,-3,-6,DTW,BWI,408,6,31,0,"",0,NA,NA,NA,NA,NA
2008,8,10,7,605,605,1127,1124,UA,154,N463UA,202,199,171,3,0,DEN,IAD,1452,4,27,0,"",0,NA,NA,NA,NA,NA
2008,12,30,2,1610,1529,1722,1638,FL,504,N967AT,132,129,106,44,41,ATL,MCI,692,5,21,0,"",0,41,0,3,0,0
2008,8,8,5,1334,1335,1713,1623,B6,355,N569JB,399,348,318,50,-1,JFK,BUR,2465,2,79,0,"",0,0,0,50,0,0
2008,10,5,7,1222,1228,1346,1349,OO,6477,N932SW,84,81,65,-3,-6,LAX,SMF,373,4,15,0,"",0,NA,NA,NA,NA,NA
2008,10,21,2,1149,1151,1238,1248,UA,1563,N449UA,109,117,92,-10,-2,DEN,LAS,629,7,10,0,"",0,NA,NA,NA,NA,NA
2008,3,19,3,1142,1145,1625,1635,AA,440,N401AA,163,170,148,-10,-3,ONT,DFW,1189,7,8,0,"",0,NA,NA,NA,NA,NA
2008,3,29,6,1045,1025,1147,1130,MQ,3607,N512AE,62,65,42,17,20,DFW,XNA,281,3,17,0,"",0,0,0,0,0,17
2008,1,26,6,804,810,1058,1120,B6,37,N657JB,174,190,145,-22,-6,JFK,TPA,1005,3,26,0,"",0,NA,NA,NA,NA,NA
2008,2,19,2,1823,1820,1954,1945,XE,2134,N14925,91,85,63,9,3,MAF,IAH,429,18,10,0,"",0,NA,NA,NA,NA,NA
2008,8,16,6,1950,1953,2056,2109,YV,7079,N455YV,66,76,54,-13,-3,DEN,GJT,212,3,9,0,"",0,NA,NA,NA,NA,NA
2008,7,28,1,949,947,1219,1211,UA,331,N582UA,270,264,235,8,2,ORD,SEA,1721,5,30,0,"",0,NA,NA,NA,NA,NA
2008,1,23,3,947,950,1152,1207,US,1524,N504AU,125,137,98,-15,-3,CLT,MHT,737,4,23,0,"",0,NA,NA,NA,NA,NA
2008,11,29,6,1225,1230,1627,1635,WN,2609,N709SW,122,125,100,-8,-5,LAS,AMA,758,8,14,0,"",0,NA,NA,NA,NA,NA
2008,11,22,6,1208,1137,1931,1916,DL,1068,N699DL,263,279,230,15,31,SFO,ATL,2139,9,24,0,"",0,3,0,0,0,12
2008,9,1,1,621,625,1213,1235,AA,1722,N438AA,232,250,205,-22,-4,SAN,ORD,1723,9,18,0,"",0,NA,NA,NA,NA,NA
2008,9,14,7,1954,1955,2130,2132,US,1089,N919UW,96,97,73,-2,-1,CLT,TPA,508,4,19,0,"",0,NA,NA,NA,NA,NA
2008,9,3,3,1643,1650,1831,1835,OO,3656,N915EV,108,105,81,-4,-7,SLC,FCA,532,4,23,0,"",0,NA,NA,NA,NA,NA
2008,8,20,3,1733,1729,1839,1844,FL,327,N336AT,126,135,104,-5,4,LGA,MKE,738,6,16,0,"",0,NA,NA,NA,NA,NA
2008,8,2,6,1818,1820,2154,2015,DL,824,N946DL,216,115,76,99,-2,ATL,DCA,547,4,136,0,"",0,0,0,99,0,0
2008,12,7,7,2301,2310,656,642,NW,622,N590NW,355,332,326,14,-9,HNL,LAX,2556,8,21,0,"",0,NA,NA,NA,NA,NA
2008,5,12,1,1103,1100,1315,1309,B6,1245,N284JB,132,129,106,6,3,BOS,CLT,728,3,23,0,"",0,NA,NA,NA,NA,NA
2008,3,7,5,1340,1300,1505,1415,OH,5039,N659BR,85,75,67,50,40,PIT,CVG,256,3,15,0,"",0,0,40,10,0,0
2008,2,5,2,2140,2130,13,2350,WN,507,N629SW,153,140,134,23,10,LAS,PDX,762,3,16,0,"",0,10,0,13,0,0
2008,3,16,7,1522,1445,1751,1659,XE,2915,N23139,209,194,185,52,37,EWR,MCI,1092,4,20,0,"",0,13,0,15,0,24
2008,10,18,6,930,907,945,927,OO,6444,N709SK,75,80,50,18,23,CLE,ORD,316,7,18,0,"",0,0,0,0,0,18
2008,7,24,4,1512,1515,1640,1649,CO,1599,N78506,88,94,64,-9,-3,CLE,PHL,363,6,18,0,"",0,NA,NA,NA,NA,NA
2008,12,7,7,1550,1550,1817,1808,FL,626,N988AT,147,138,125,9,0,MCO,PHL,861,12,10,0,"",0,NA,NA,NA,NA,NA
2008,1,19,6,949,955,1043,1055,WN,1495,N742SW,54,60,38,-12,-6,LAS,SNA,226,4,12,0,"",0,NA,NA,NA,NA,NA
2008,9,27,6,2042,2035,2147,2150,WN,14,N524SW,65,75,50,-3,7,SAN,LAS,258,4,11,0,"",0,NA,NA,NA,NA,NA
2008,4,21,1,1959,2004,2137,2145,DL,987,N139DL,98,101,74,-8,-5,ATL,PBI,545,6,18,0,"",0,NA,NA,NA,NA,NA
2008,1,4,5,1754,1755,1908,1944,EV,4263,N853AS,134,169,120,-36,-1,DCA,JAN,860,2,12,0,"",0,NA,NA,NA,NA,NA
2008,12,22,1,554,600,657,707,OO,5489,N564SW,63,67,49,-10,-6,SBP,SFO,191,4,10,0,"",0,NA,NA,NA,NA,NA
2008,7,19,6,1418,1150,1548,1332,US,468,N819AW,90,102,63,136,148,LAS,SFO,414,4,23,0,"",0,112,0,0,0,24
2008,7,21,1,1926,1923,2152,2155,UA,414,N385UA,86,92,67,-3,3,DEN,OKC,495,6,13,0,"",0,NA,NA,NA,NA,NA
2008,7,13,7,640,615,736,713,AS,47,N765AS,56,58,43,23,25,ANC,ADQ,252,5,8,0,"",0,23,0,0,0,0
2008,6,11,3,1342,1315,1615,1550,MQ,4057,N644AE,93,95,67,25,27,ORD,BUF,473,3,23,0,"",0,25,0,0,0,0
2008,8,23,6,1406,1356,1532,1527,NW,544,N316NB,86,91,66,5,10,DTW,ALB,488,6,14,0,"",0,NA,NA,NA,NA,NA
2008,7,29,2,1650,1659,1848,1914,CO,1430,N14342,118,135,80,-26,-9,DTW,EWR,487,21,17,0,"",0,NA,NA,NA,NA,NA
2008,7,20,7,844,845,854,905,US,88,N155AW,130,140,114,-11,-1,SAT,PHX,843,6,10,0,"",0,NA,NA,NA,NA,NA
2008,7,7,1,1550,1530,1804,1755,WN,1766,N479WN,74,85,57,9,20,LAS,SLC,368,2,15,0,"",0,NA,NA,NA,NA,NA
2008,7,9,3,1743,1655,1838,1800,WN,34,N750SA,55,65,47,38,48,DAL,LIT,296,3,5,0,"",0,0,0,0,0,38
2008,1,7,1,1600,1318,1944,1659,OO,5892,N753SK,164,161,145,165,162,BZN,ORD,1186,15,4,0,"",0,0,0,165,0,0
2008,1,29,2,1028,1036,1146,1203,FL,100,N978AT,78,87,56,-17,-8,ATL,RDU,356,3,19,0,"",0,NA,NA,NA,NA,NA
2008,11,17,1,1840,1844,1950,2000,CO,415,N16632,70,76,45,-10,-4,IAH,DFW,224,6,19,0,"",0,NA,NA,NA,NA,NA
2008,11,6,4,1313,1319,1435,1433,FL,99,N959AT,82,74,57,2,-6,ATL,RDU,356,6,19,0,"",0,NA,NA,NA,NA,NA
2008,7,24,4,821,820,1000,1005,OO,4037,N406SW,99,105,78,-5,1,SLC,FCA,532,4,17,0,"",0,NA,NA,NA,NA,NA
2008,7,14,1,913,712,1221,1016,UA,520,N826UA,128,124,100,125,121,ORD,BDL,783,5,23,0,"",0,26,0,4,0,95
2008,4,18,5,1135,1055,1449,1354,DL,50,N950DL,134,119,94,55,40,IAH,ATL,689,14,26,0,"",0,40,0,15,0,0
2008,8,22,5,1047,1055,1253,1255,EV,4700,N717EV,126,120,90,-2,-8,CVG,BDL,661,4,32,0,"",0,NA,NA,NA,NA,NA
2008,8,4,1,1131,1141,1243,1250,OO,4126,N441SW,72,69,44,-7,-10,SLC,MTJ,268,4,24,0,"",0,NA,NA,NA,NA,NA
2008,8,8,5,1345,1345,1501,1510,WN,2665,N652SW,136,145,126,-9,0,MHT,MDW,838,3,7,0,"",0,NA,NA,NA,NA,NA
2008,4,27,7,1836,1845,2116,2135,B6,179,N613JB,340,350,289,-19,-9,JFK,PHX,2153,5,46,0,"",0,NA,NA,NA,NA,NA
2008,2,20,3,2046,2055,2128,2140,OO,5564,N270YV,42,45,31,-12,-9,SMF,SFO,86,5,6,0,"",0,NA,NA,NA,NA,NA
2008,1,22,2,1803,1805,1930,1934,DL,63,N707TW,87,89,56,-4,-2,ATL,MCO,403,9,22,0,"",0,NA,NA,NA,NA,NA
2008,7,19,6,2215,2218,622,600,CO,1804,N16713,307,282,262,22,-3,TUS,EWR,2116,6,39,0,"",0,0,0,22,0,0
2008,9,27,6,1201,1216,1815,1755,UA,1690,N472UA,254,219,192,20,-15,LAS,ORD,1515,12,50,0,"",0,0,0,20,0,0
2008,11,25,2,755,755,944,915,MQ,4808,N702MQ,109,80,88,29,0,BOS,LGA,185,6,15,0,"",0,0,0,29,0,0
2008,6,24,2,915,925,1017,1025,AA,1451,N3DGAA,62,60,40,-8,-10,TPA,MIA,204,8,14,0,"",0,NA,NA,NA,NA,NA
2008,5,10,6,1415,1411,1716,1714,UA,460,N348UA,121,123,97,2,4,ORD,ALB,723,6,18,0,"",0,NA,NA,NA,NA,NA
2008,5,25,7,2045,2045,2113,2115,AA,1955,N466AA,148,150,129,-2,0,DFW,PHX,868,5,14,0,"",0,NA,NA,NA,NA,NA
2008,7,4,5,740,750,813,840,EV,4863,N907EV,93,110,79,-27,-10,MCO,HSV,535,4,10,0,"",0,NA,NA,NA,NA,NA
2008,9,30,2,1748,1750,1945,2026,NW,609,N312US,177,216,144,-41,-2,JFK,MSP,1028,5,28,0,"",0,NA,NA,NA,NA,NA
2008,8,4,1,1843,1845,2241,2246,NW,590,N504US,178,181,161,-5,-2,MSP,TPA,1307,4,13,0,"",0,NA,NA,NA,NA,NA
2008,4,19,6,2151,2130,604,550,AA,10,N324AA,313,320,274,14,21,LAX,JFK,2475,18,21,0,"",0,NA,NA,NA,NA,NA
2008,12,8,1,NA,1652,NA,1805,UA,411,"",NA,133,NA,NA,NA,CLT,ORD,599,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,4,18,5,1527,1525,1807,1800,AA,510,N262AA,160,155,113,7,2,IAH,ORD,925,28,19,0,"",0,NA,NA,NA,NA,NA
2008,6,3,2,833,835,1141,1155,9E,5940,80239E,128,140,106,-14,-2,MEM,BWI,787,5,17,0,"",0,NA,NA,NA,NA,NA
2008,6,27,5,1720,1715,1854,1851,DL,56,N398DA,94,96,61,3,5,ATL,CVG,373,5,28,0,"",0,NA,NA,NA,NA,NA
2008,6,28,6,1619,1615,1840,1828,US,1490,N108UW,141,133,112,12,4,CLT,BOS,728,11,18,0,"",0,NA,NA,NA,NA,NA
2008,11,7,5,1359,1359,1742,1732,DL,1563,N975DL,163,153,140,10,0,MSP,ATL,906,6,17,0,"",0,NA,NA,NA,NA,NA
2008,6,18,3,1632,1600,1838,1750,WN,3568,N403WN,246,230,217,48,32,MCO,DEN,1545,5,24,0,"",0,0,32,16,0,0
2008,2,9,6,1116,1105,1238,1233,UA,633,N573UA,142,148,119,5,11,DEN,LAX,862,9,14,0,"",0,NA,NA,NA,NA,NA
2008,1,17,4,555,600,855,849,F9,774,N808FR,120,109,93,6,-5,LAS,DEN,629,9,18,0,"",0,NA,NA,NA,NA,NA
2008,10,8,3,1742,1745,2012,2025,UA,289,N806UA,150,160,124,-13,-3,ORD,IAH,925,5,21,0,"",0,NA,NA,NA,NA,NA
2008,4,21,1,1047,1056,1236,1235,MQ,3206,N298AE,109,99,78,1,-9,AEX,DFW,285,16,15,0,"",0,NA,NA,NA,NA,NA
2008,10,26,7,1301,1145,1446,1315,WN,390,N459WN,165,150,151,91,76,DEN,SEA,1024,6,8,0,"",0,76,0,15,0,0
2008,2,6,3,2049,2030,2158,2150,WN,976,N200WN,69,80,60,8,19,ONT,SMF,389,3,6,0,"",0,NA,NA,NA,NA,NA
2008,10,3,5,1142,1143,1311,1306,US,136,N619AW,89,83,44,5,-1,LAS,PHX,256,5,40,0,"",0,NA,NA,NA,NA,NA
2008,7,23,3,1102,1101,1212,1215,DL,1891,N905DL,130,134,105,-3,1,ATL,MCI,692,5,20,0,"",0,NA,NA,NA,NA,NA
2008,7,6,7,812,755,921,920,US,1732,N708UW,69,85,54,1,17,CLT,DCA,331,4,11,0,"",0,NA,NA,NA,NA,NA
2008,11,7,5,1342,1345,1615,1630,9E,2295,88369E,93,105,74,-15,-3,MEM,SAV,545,4,15,0,"",0,NA,NA,NA,NA,NA
2008,7,7,1,1039,1040,1159,1202,XE,7766,N14907,80,82,62,-3,-1,LAX,SMF,373,4,14,0,"",0,NA,NA,NA,NA,NA
2008,2,11,1,624,600,614,605,MQ,4343,N509AE,50,65,35,9,24,IND,ORD,177,5,10,0,"",0,NA,NA,NA,NA,NA
2008,3,9,7,1651,1640,1911,1830,MQ,4653,N731BE,140,110,75,41,11,JFK,RDU,426,3,62,0,"",0,11,0,30,0,0
2008,12,20,6,1818,1805,1935,1925,WN,3005,N699SW,77,80,58,10,13,SMF,LAS,397,7,12,0,"",0,NA,NA,NA,NA,NA
2008,2,8,5,1258,1254,2023,2040,UA,924,N516UA,265,286,246,-17,4,LAX,IAD,2288,6,13,0,"",0,NA,NA,NA,NA,NA
2008,11,29,6,638,640,740,739,DL,1611,N995DL,62,59,43,1,-2,TYS,ATL,152,7,12,0,"",0,NA,NA,NA,NA,NA
2008,7,31,4,922,910,1028,1017,EV,4391,N825AS,66,67,35,11,12,CVG,TYS,226,2,29,0,"",0,NA,NA,NA,NA,NA
2008,1,13,7,1229,1236,1537,1600,UA,312,N335UA,128,144,111,-23,-7,MSY,IAD,954,6,11,0,"",0,NA,NA,NA,NA,NA
2008,3,31,1,857,900,1120,1120,WN,136,N301SW,83,80,71,0,-3,BNA,RDU,443,4,8,0,"",0,NA,NA,NA,NA,NA
2008,7,20,7,NA,1600,NA,1714,US,2135,"",NA,74,NA,NA,NA,BOS,LGA,185,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,3,21,5,2136,2135,2244,2241,EV,4190,N876AS,68,66,37,3,1,ATL,TLH,223,4,27,0,"",0,NA,NA,NA,NA,NA
2008,8,4,1,758,800,901,918,US,2162,N753US,63,78,46,-17,-2,DCA,LGA,214,5,12,0,"",0,NA,NA,NA,NA,NA
2008,6,24,2,1456,1455,1452,1455,WN,783,N665WN,56,60,44,-3,1,BOI,GEG,287,4,8,0,"",0,NA,NA,NA,NA,NA
2008,6,20,5,1540,1505,1700,1635,OH,5380,N653CA,80,90,42,25,35,DCA,JFK,213,19,19,0,"",0,25,0,0,0,0
2008,4,8,2,NA,2020,NA,2249,UA,515,"",NA,269,NA,NA,NA,ORD,SMF,1781,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,10,7,2,1028,1032,1326,1325,US,586,N314AW,178,173,143,1,-4,PHX,GEG,1020,5,30,0,"",0,NA,NA,NA,NA,NA
2008,7,13,7,718,715,907,916,DL,1691,N941DL,109,121,83,-9,3,DTW,ATL,594,8,18,0,"",0,NA,NA,NA,NA,NA
2008,5,27,2,1138,1120,1640,1637,CO,394,N37293,182,197,168,3,18,LAX,IAH,1379,5,9,0,"",0,NA,NA,NA,NA,NA
2008,3,7,5,629,630,906,912,OO,4015,N604SK,97,102,78,-6,-1,GEG,SLC,546,8,11,0,"",0,NA,NA,NA,NA,NA
2008,4,30,3,2307,2225,2353,2320,US,1590,N111US,46,55,30,33,42,CLT,MYR,156,6,10,0,"",0,0,0,0,0,33
2008,5,22,4,1936,1945,2211,2227,B6,598,N579JB,155,162,137,-16,-9,MCO,HPN,972,4,14,0,"",0,NA,NA,NA,NA,NA
2008,11,26,3,824,815,1116,1115,WN,3032,N279WN,112,120,101,1,9,MDW,BDL,777,4,7,0,"",0,NA,NA,NA,NA,NA
2008,8,30,6,1923,1925,2245,2237,CO,1814,N14613,142,132,111,8,-2,IAH,JAX,817,7,24,0,"",0,NA,NA,NA,NA,NA
2008,12,12,5,1020,1025,1234,1233,NW,454,N767NC,134,128,92,1,-5,MSP,MEM,700,7,35,0,"",0,NA,NA,NA,NA,NA
2008,7,22,2,810,810,1006,1010,WN,3061,N310SW,56,60,41,-4,0,STL,SDF,254,5,10,0,"",0,NA,NA,NA,NA,NA
2008,12,4,4,1129,1130,1205,1207,HA,126,N489HA,36,37,20,-2,-1,HNL,OGG,100,6,10,0,"",0,NA,NA,NA,NA,NA
2008,8,10,7,557,600,840,847,OO,6574,N767SK,163,167,145,-7,-3,SAT,ORD,1041,10,8,0,"",0,NA,NA,NA,NA,NA
2008,12,23,2,140,55,654,625,B6,98,N712JB,194,210,169,29,45,DEN,JFK,1626,5,20,0,"",0,0,0,0,0,29
2008,6,17,2,1649,1649,1823,1821,OO,6391,N909SW,94,92,72,2,0,TUS,LAX,451,8,14,0,"",0,NA,NA,NA,NA,NA
2008,6,21,6,1715,1720,1935,2004,EV,4465,N722EV,140,164,121,-29,-5,ATL,PWM,1027,3,16,0,"",0,NA,NA,NA,NA,NA
2008,5,11,7,1304,1250,1400,1350,WN,2446,N735SA,56,60,42,10,14,SAT,DAL,248,6,8,0,"",0,NA,NA,NA,NA,NA
2008,3,5,3,1117,1110,1254,1300,EV,4381,N751EV,157,170,132,-6,7,ATL,SAT,874,4,21,0,"",0,NA,NA,NA,NA,NA
2008,12,4,4,818,815,1352,1345,WN,900,N798SW,214,210,184,7,3,DEN,MCO,1545,4,26,0,"",0,NA,NA,NA,NA,NA
2008,7,12,6,1928,1935,2230,2255,WN,3517,N403WN,122,140,115,-25,-7,BNA,BDL,852,2,5,0,"",0,NA,NA,NA,NA,NA
2008,11,21,5,1949,1950,2043,2051,9E,5837,91629E,54,61,34,-8,-1,CVG,TYS,226,3,17,0,"",0,NA,NA,NA,NA,NA
2008,1,7,1,723,730,900,915,B6,1290,N281JB,97,105,75,-15,-7,PIT,BOS,496,7,15,0,"",0,NA,NA,NA,NA,NA
2008,2,27,3,2225,2229,2320,2316,NW,562,N342NW,55,47,28,4,-4,MSP,DLH,144,13,14,0,"",0,NA,NA,NA,NA,NA
2008,6,20,5,1330,1339,1546,1556,UA,1576,N452UA,136,137,117,-10,-9,TPA,IAD,810,6,13,0,"",0,NA,NA,NA,NA,NA
2008,4,6,7,1343,1335,1432,1423,F9,867,N942FR,109,108,93,9,8,DEN,PHX,602,4,12,0,"",0,NA,NA,NA,NA,NA
2008,1,29,2,2030,1955,23,2359,AA,766,N3BVAA,173,184,153,24,35,DFW,LGA,1389,6,14,0,"",0,2,7,0,0,15
2008,10,17,5,842,801,927,856,OO,6259,N957SW,45,55,29,31,41,ORD,PIA,130,3,13,0,"",0,0,0,0,0,31
2008,10,8,3,800,805,910,925,FL,790,N972AT,70,80,53,-15,-5,RIC,LGA,292,8,9,0,"",0,NA,NA,NA,NA,NA
2008,6,2,1,1750,1755,1859,1902,US,1528,N516AU,69,67,49,-3,-5,SAV,CLT,213,4,16,0,"",0,NA,NA,NA,NA,NA
2008,2,4,1,1006,940,1110,1040,WN,1518,N523SW,184,180,171,30,26,OMA,LAS,1099,5,8,0,"",0,0,0,4,0,26
2008,6,5,4,2011,2010,2357,2317,CO,501,N57868,226,187,131,40,1,EWR,FLL,1065,10,85,0,"",0,0,0,40,0,0
2008,4,11,5,2007,2010,2244,2230,WN,214,N744SW,97,80,77,14,-3,BNA,CLE,448,8,12,0,"",0,NA,NA,NA,NA,NA
2008,7,7,1,2011,1835,2150,2020,NW,934,N775NC,99,105,81,90,96,MEM,ORD,491,7,11,0,"",0,0,6,0,0,84
2008,3,28,5,1442,1430,1554,1530,WN,33,N671SW,72,60,49,24,12,DAL,HOU,239,4,19,0,"",0,0,2,12,0,10
2008,3,26,3,NA,905,NA,1045,AA,1119,"",NA,100,NA,NA,NA,MCI,DFW,460,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,3,21,5,1544,1553,1801,1815,XE,3044,N26545,137,142,119,-14,-9,OMA,IAH,781,11,7,0,"",0,NA,NA,NA,NA,NA
2008,10,25,6,802,809,928,929,OO,6134,N925SW,86,80,59,-1,-7,SFO,ONT,363,3,24,0,"",0,NA,NA,NA,NA,NA
2008,8,15,5,1226,1226,1349,1350,EV,4161,N889AS,83,84,58,-1,0,ATL,ROA,357,3,22,0,"",0,NA,NA,NA,NA,NA
2008,9,14,7,7,15,539,544,NW,362,N355NB,212,209,191,-5,-8,SFO,MSP,1589,5,16,0,"",0,NA,NA,NA,NA,NA
2008,8,22,5,2147,2135,2301,2240,EV,4911,N874AS,74,65,33,21,12,ATL,CAE,191,3,38,0,"",0,12,0,9,0,0
2008,3,31,1,912,910,1022,1025,WN,812,N478WN,70,75,56,-3,2,SJC,SNA,342,5,9,0,"",0,NA,NA,NA,NA,NA
2008,4,16,3,1032,1035,1124,1125,WN,3430,N236WN,52,50,40,-1,-3,ORF,BWI,159,3,9,0,"",0,NA,NA,NA,NA,NA
2008,4,4,5,1759,1715,2050,2010,XE,108,N14203,111,115,97,40,44,ONT,BOI,660,4,10,0,"",0,29,0,0,0,11
2008,5,7,3,949,945,1058,1100,AA,1419,N568AA,69,75,44,-2,4,LAS,LAX,236,14,11,0,"",0,NA,NA,NA,NA,NA
2008,11,23,7,1018,1020,1222,1225,WN,3325,N217JC,64,65,47,-3,-2,MDW,CLE,307,5,12,0,"",0,NA,NA,NA,NA,NA
2008,5,28,3,1059,1100,1223,1230,US,2031,N751UW,84,90,71,-7,-1,BOS,DCA,399,5,8,0,"",0,NA,NA,NA,NA,NA
2008,6,13,5,1657,1635,1827,1819,OO,1993,N809SK,90,104,69,8,22,ATL,PIT,526,6,15,0,"",0,NA,NA,NA,NA,NA
2008,4,21,1,1434,1435,1722,1720,YV,7050,N75996,108,105,78,2,-1,ORD,GSP,577,5,25,0,"",0,NA,NA,NA,NA,NA
2008,1,26,6,1407,1315,1619,1549,AS,421,N797AS,132,154,121,30,52,SNA,PDX,859,3,8,0,"",0,0,0,0,0,30
2008,8,10,7,718,721,905,915,UA,1622,N444UA,227,234,209,-10,-3,MSY,LAX,1671,7,11,0,"",0,NA,NA,NA,NA,NA
2008,10,5,7,2118,2124,2227,2237,NW,1013,N915RW,69,73,42,-10,-6,DTW,IND,231,8,19,0,"",0,NA,NA,NA,NA,NA
2008,2,28,4,615,620,610,625,MQ,4312,N900AE,55,65,39,-15,-5,TOL,ORD,214,7,9,0,"",0,NA,NA,NA,NA,NA
2008,5,25,7,1500,1500,1755,1725,AA,263,N3ARAA,355,325,319,30,0,IAD,LAX,2288,9,27,0,"",0,0,0,30,0,0
2008,10,13,1,1700,1700,1915,1839,OH,6646,N447CA,135,99,71,36,0,DCA,BOS,399,12,52,0,"",0,0,0,36,0,0
2008,7,24,4,646,650,951,1000,EV,4168,N842AS,125,130,107,-9,-4,OKC,CVG,756,8,10,0,"",0,NA,NA,NA,NA,NA
2008,8,12,2,1354,1300,1514,1420,WN,2534,N330SW,80,80,63,54,54,MDW,MCI,405,5,12,0,"",0,9,0,0,0,45
2008,9,8,1,1552,1555,1657,1649,F9,198,N915FR,185,174,171,8,-3,DAY,DEN,1084,6,8,0,"",0,NA,NA,NA,NA,NA
2008,5,23,5,1310,1315,1334,1340,WN,2976,N444WN,84,85,68,-6,-5,TPA,BHM,460,8,8,0,"",0,NA,NA,NA,NA,NA
2008,6,30,1,1336,1330,1530,1523,NW,386,N525US,114,113,78,7,6,DTW,BOS,632,11,25,0,"",0,NA,NA,NA,NA,NA
2008,2,26,2,1707,1610,1947,1800,MQ,4875,N707EB,160,110,122,107,57,LGA,CLE,418,10,28,0,"",0,0,0,50,0,57
2008,5,18,7,1515,1508,1551,1555,OO,5822,N744SK,156,167,134,-4,7,GRR,DEN,1014,8,14,0,"",0,NA,NA,NA,NA,NA
2008,2,9,6,1907,1909,1947,1921,NW,1719,N769NC,100,72,49,26,-2,DTW,MKE,238,6,45,0,"",0,0,0,26,0,0
2008,7,23,3,1228,1240,1457,1520,DL,1150,N901DA,89,100,66,-23,-12,PHX,SLC,507,4,19,0,"",0,NA,NA,NA,NA,NA
2008,8,18,1,1326,1330,1427,1430,WN,3833,N723SW,121,120,98,-3,-4,FLL,MSY,673,3,20,0,"",0,NA,NA,NA,NA,NA
2008,1,26,6,652,700,1013,1020,CO,252,N72405,141,140,114,-7,-8,DEN,IAH,861,10,17,0,"",0,NA,NA,NA,NA,NA
2008,12,29,1,954,955,1111,1048,FL,22,N994AT,137,113,98,23,-1,ATL,MDW,590,4,35,0,"",0,0,0,23,0,0
2008,5,4,7,1548,1545,1700,1705,WN,503,N632SW,72,80,61,-5,3,MCI,MDW,405,3,8,0,"",0,NA,NA,NA,NA,NA
2008,11,7,5,1644,1635,1752,1750,WN,2385,N397SW,68,75,60,2,9,MSY,HOU,303,3,5,0,"",0,NA,NA,NA,NA,NA
2008,11,16,7,1455,1505,1649,1707,XE,2226,N14158,174,182,161,-18,-10,GSO,IAH,986,7,6,0,"",0,NA,NA,NA,NA,NA
2008,6,7,6,1422,1400,1502,1445,WN,2587,N328SW,40,45,28,17,22,HOU,AUS,148,5,7,0,"",0,0,0,0,0,17
2008,5,11,7,2125,2133,2300,2300,OO,3880,N438SW,95,87,62,0,-8,SLC,HLN,402,3,30,0,"",0,NA,NA,NA,NA,NA
2008,1,1,2,1020,930,1446,1408,DL,898,N955DL,146,158,123,38,50,DEN,CVG,1069,9,14,0,"",0,15,23,0,0,0
2008,9,11,4,2100,2100,2242,2245,MQ,3397,N617AE,102,105,84,-3,0,DFW,HSV,603,6,12,0,"",0,NA,NA,NA,NA,NA
2008,3,3,1,1458,1430,1836,1815,CO,1844,N23708,158,165,130,21,28,IAH,CLE,1091,7,21,0,"",0,0,10,0,0,11
2008,9,20,6,1557,1555,1737,1730,WN,1989,N378SW,160,155,146,7,2,DEN,OAK,957,4,10,0,"",0,NA,NA,NA,NA,NA
2008,2,6,3,901,910,1143,1143,OO,6384,N935SW,102,93,81,0,-9,SFO,BOI,522,4,17,0,"",0,NA,NA,NA,NA,NA
2008,1,15,2,1934,1940,2147,2214,AS,524,N307AS,133,154,111,-27,-6,SEA,LAX,954,6,16,0,"",0,NA,NA,NA,NA,NA
2008,12,30,2,1306,1305,1556,1616,EV,4974,N680BR,110,131,97,-20,1,DSM,ATL,743,5,8,0,"",0,NA,NA,NA,NA,NA
2008,12,8,1,1408,1410,1711,1701,B6,436,N552JB,183,171,153,10,-2,MCO,BOS,1121,4,26,0,"",0,NA,NA,NA,NA,NA
2008,11,16,7,1622,1620,1840,1842,AS,520,N551AS,138,142,122,-2,2,SEA,BUR,937,3,13,0,"",0,NA,NA,NA,NA,NA
2008,1,5,6,1906,1810,122,45,WN,495,N237WN,196,215,181,37,56,LAS,SDF,1624,5,10,0,"",0,0,0,3,0,34
2008,8,24,7,1531,1535,1846,1850,DL,772,N670DN,135,135,107,-4,-4,DFW,ATL,732,12,16,0,"",0,NA,NA,NA,NA,NA
2008,11,5,3,2055,2105,2136,2200,OO,5595,N585SW,41,55,27,-24,-10,SAN,LAX,109,8,6,0,"",0,NA,NA,NA,NA,NA
